sentence,lang
"U narodnoj medicini se koristi kod očnih upala. U narodnoj medicini ljekovitim dijelovima biljke smatraju se korijen, koji se skuplja od polovine ožujka do kraja travnja, i nadzemni dio biljke, lišće, koje se može skidati tijekom cijelog ljeta. Komorač je jedno od najstarijih sredstava za slabe i slabokrvne žene. Upotreba ove biljke u službenoj i narodnoj medicini je višestruka. Koristi se samostalno, ili kao dodatak čajnim mješavinama sličnog učinka. On se koristi kod raznih želučanih bolesti, spazma crijeva, a poboljšava i laktaciju. Čaj od lišća koromača smatra se odličnim sredstvom kod umora očiju. Eterično ulje se koristi za bronhitis i magareći kašalj. Smatra se da koromač produžava život i jača snagu.",hrv
"Dvogodišnja pupoljka (Noćurak; lat. Oenothera biennis) dvogodišnja je biljka iz porodca vrbolikovke (Onagraceae), koja raste u istočnoj i središnjoj sjevernoj Americi. Kod nas raste kao naturalizirana, većinom uz rijeke i jezera, te na sviježe prekopanom tlu. Naraste do 150 cm visine. Listovi su kopljasti, dugi do 20 cm i široki do 2,5 cm. Cvate žutim cvjetovima, od kraja proljeća do kasnog ljeta, promjer kojih je do 5 cm. Biljka je ljekovita, mladi listovi ,cvijetovi, te korijen biljke su jestivi.",hrv
"Naime, u centru zbivanja je Vladimir Perić Valter, slavni zapovjednik sarajevskih ilegalaca i jedan od najboljih obavještajaca bivše Jugoslavije.",bos
"Gradnjom autoputa I-75 u sedamdesetim godinama prošlog stoljeća, u gradu se otvaraju industrijski pogoni, te se broj stanovnika od 1.639 u 1970. godini povećava skoro za 50%.",bos
"Бука је због мешања и међусобног утицаја издувних гасова и спољњег ваздуха. Интензитет буке је пропорционалан потиску, као и брзини издувних гасова. Генерално, са смањењем брзине издувних гасова, као што је висока двопроточност добију се најтиши мотори, а најбрже истицање из млазнице је најгласније.",srp
"2013. ГОДИНА Дани Зорана Радмиловића у Зајечару - представа ""Свечана вечера у погребном подузећу"" Ива Брешана у режији Снежане Удицки Награда ""Зоранов брк"" глумцу Владимиру Курћубићу за улогу Мурине",srp
NGC 2023 je emisijska i odrazna maglina i nalazi se u sazviježđu Orion. Prvo otkriće je napravio John Frederick William Herschel 6. januara 1785. godine.,bos
"Natan (hebrejski נתן) je bio princ Izraela i Judeje, sin kralja Davida, a spomenut je u svetoj knjizi kršćana i Židova, Bibliji. Bio je nazvan po proroku Natanu.",hrv
"Dan nakon koncerta u Sarajevu lokalne novine objavile su komentar redakcije pod nazivom ""Danas je okončana opsada Sarajeva"". U reakciji na događaj jedan bosanski student rekao je predstavnicima međunarodne štampe: ""Toliko sam se dugo osjećao isključen iz svijeta. Ne radi se samo o U2-u. Radi se o osjećaju da ste dio svijeta."" Jedan lokalni stanovnik rekao je da je koncert bio ""dokaz da imamo mir ovdje, da je sve u redu"". Ljubitelji U2-a izvan bivše Jugoslavije opisali su Sarajevo kao ""oazu svjetlosti"" usred uništenih i požarima oštećenih zgrada i napuštenih sela. Uprkos izvedbi koja je bila ispod standardnog nivoa, Associated Press rekao je: ""Za dva čarobna sata rock-grupa U2 postigla je ono što ratnici, političari i diplomati nisu mogli: ujedinila je Bosnu."" Andrew Mueller iz The Independenta napisao je: ""Prvi put od početka rata 1992. ljudi koji su bili navikli gledati jedni druge kroz nišan puške pritjecali su u glavni grad da zajedno slušaju muziku. To je bio podsjetnik na predratno Sarajevo, dom nekih od najboljih rock-grupa stare Jugoslavije."" Šaćirbegović je izjavio da je zadovoljan što je koncert ""održan kako bi se promovirao osjećaj normalnosti, mira i pomirenja u Sarajevu, a ne kako bi se skupio novac"". Također je izrazio zahvalnost u ime predsjednika Alije Izetbegovića, koji je opisao koncert kao ""značajan događaj"".",bos
"Herlock Sholmes: majstor maske, Biblioteka Kroz minula desetljeća, (scenarist: Zvonimir Furtinger), knjiga 1., STRIPFORUM, Zagreb, 2010.; knjiga 2. i knjiga 3., STRIPFORUM, Zagreb, 2013.",hrv
Константин Габриелеску (рум. Constantin Gabrielescu) је насеље је у Румунији у округу Браила у општини Бордеј Верде. Oпштина се налази на надморској висини од 17 m.,srp
"Бановина је добила одговарајуће компетенције, а морала је да обезбеди равноправност Срба, Хрвата и Словенаца, једнакост при учешћу у вршењу јавне службе, равноправност признатих вероисповести. Морала су да се гарантују и једнака основна грађанска и политичка права. У надлежност Бановине Хрватске спадали су пољопривреда, тровина и индустрија, шуме и рудници, грађевинарство, социјална политика, народно здравље, физичко васпитање, правда, просвета и унутрашња управа. Ипак, ни у погледу надлежности споразум није био коначан.",srp
"Crkva svetog Kristofora nekada je bila sjedište bratovštine sveca zaštitnika grada Raba. Obnovljena je krajem 1970-ih i u njoj se danas nalazi gradski lapidarij. Građena je u 15. st., na što upućuje kružni prostor koso rezanih stranica iznad portala u zabatu. Crkva je jednobrodna pravokutne osnove bez posebno istaknuta svetišta, a na pročelju se nalazi jednostavan pravokutni portal s nadvratnikom u čijem je središtu reljefno istaknuti latinski križ. Grb obitelji Nimira s udruženim heraldičnim znakovima papinske obitelji Picolomini ugrađen je u crkvu. Također se čuvaju sarkofag s ranokršćanskim križem i stupić oltarne ograde s predromaničkim ukrasom 9.-10. st.",hrv
"Клобук величине 5-16 cm. Полулоптастог је облика и јастучаст, у старости може бити и спљоштен. Крај је окренут надоље са кожицом која га прераста, а у старости је обрнуто. Кожица је њежна, касније огољела али увијек сува и без сјаја. Површина је тамносмеђе боје попут чоколаде, а одоздо пробијају свијетли дијелови. Могу се појавити маслинаста и љубичаста боја.",srp
"Molotovljev koktel je improvizirano oružje, to je vrsta ručne zapaljive diverzantske bombe kućne izrade. Upotrebljava se u diverzantskim akcijama.",hrv
"S milanskim Interom Winter je igrao dva finala Kupa UEFA. U prvom finalu iz 1997. pitanje pobjednika se odlučivalo izvođenjem jedanaesteraca. Winter je promašio penal i trofej je osvojio Schalke 04. U svojem drugom finalu koje je igrano već sljedeće godine, igrač je s klubom postao novi osvajač Kupa UEFA a Winteru je to bio treći osvojeni europski trofej.",hrv
Područje plemena Kilmeri prostire se na 400 četvornih kilometara sjeverno od Bewani planina. Govore se dva dijalekta zapadni ili isi i istočni ili ossima. Jezik je u opasnosti od izumiranja jer ga više ne govore djeca mlađa od deset godina. U upotrebi je i tok pisin [tpi]. Etnička populacija: 2.823 (2004 SIL),hrv
"Leopard 2A6E – verzija namijenjena za upotrebu u španskoj vojsci. Ova verzija je nastala na osnovu suradnje njemačke i španske industrije. Španska vlada je odobrila ugovor o nabavi 219 Leopard 2E tenkova, 16 oklopnih vozila za popravke i 4 trening vozila. Santa Barbara Sistemas je odabrana za glavnog konstruktora. Projekt je vrijedan 1,939 milijardi Eura.",bos
"Fleur je iz Francuske. Njena je baka veela, što Fleur čini četvrt veelom - to joj daje ljepotu koja privlači muškarce poput magneta. Starija je od Harryja otprilike tri godine, što znači da je rođena oko 1977. Ima mlađu sestru Gabrielle, staru otprilike deset godina.",bos
"1970. ГОДИНА Првомајска награда удружења драмских уметника СР Србије Душан Родић за режију представе Крмећи кас. Првомајска похвала Удружења драмских уметника СР Србије: Михаило Форо за улогу Тодора у представи Крмећи кас. VI Сусрети професионалних позоришта СР Србије Јоаким Вујић, Лесковац представа Крмећи кас: Награда за најбољу улогу: Лидија Булајић за улогу Милеве. Посебна награда за режију: Душан Родић. Позоришна смотра (реприза VI Сусрета професионалних позоришта СР Србије Јоаким Вујић), Светозарево представа Крмећи кас: Награда жирија публике за најбоље гумачко остварење: Лидија Булајић за улогу Милеве.",srp
"Sudionik je Domovinskoga rata od 1991. Voditelj je Centra za strategijska istraživanja (1992.-1993.). Bio je zamjenik predstojnika Ureda za nacionalnu sigurnost te utemeljitelj i ravnatelj Hrvatske izvještajne službe (HIS) u dva navrata 1993. do 1998. godine i 1999. do 2000. godine. Vodio je kolegije iz nacionalne sigurnost na Diplomatskoj akademiji, Ratnoj školi, te na Obavještajnoj akademiji.",hrv
"Pored toga, talamus može i da modulira primljene informacije, u suradnji sa asocijacijskom korom, tako što pojačava one koje su trenutno bitne, dok nebitne slabi ili ih potpuno gasi. Time omogućava da se jedinka koncetrira na najbitnije okolnosti u određenom trenutku.",bos
